iter	Passed	Remaining
211	2617	9730
212	2630	9717
213	2641	9702
214	2653	9690
215	2665	9676
216	2676	9657
217	2689	9648
218	2701	9632
219	2713	9621
220	2725	9605
221	2736	9590
222	2748	9577
223	2761	9566
224	2771	9547
225	2781	9527
226	2793	9513
227	2805	9499
228	2818	9488
229	2831	9480
230	2843	9467
231	2855	9454
232	2868	9442
233	2879	9426
234	2891	9413
235	2904	9402
236	2916	9389
237	2928	9375
238	2938	9357
239	2951	9345
240	2963	9333
241	2974	9316
242	2987	9305
243	2999	9294
244	3013	9286
245	3025	9273
246	3036	9255
247	3048	9243
248	3060	9229
249	3070	9210
250	3082	9199
251	3094	9185
252	3106	9172
253	3118	9160
254	3129	9143
255	3142	9133
256	3154	9120
257	3165	9102
258	3180	9099
259	3190	9081
260	3205	9075
261	3218	9065
262	3230	9052
263	3244	9044
264	3256	9032
265	3270	9024
266	3281	9009
267	3293	8996
268	3306	8984
269	3317	8968
270	3326	8948
271	3337	8931
272	3351	8924
273	3363	8912
274	3375	8899
275	3387	8885
276	3399	8873
277	3411	8861
278	3422	8845
279	3434	8831
280	3445	8815
281	3456	8801
282	3468	8787
283	3479	8771
284	3491	8759
285	3504	8748
286	3515	8734
287	3528	8722
288	3545	8723
289	3556	8707
290	3569	8697
291	3596	8719
292	3608	8707
293	3619	8691
294	3631	8678
295	3642	8662
296	3652	8646
297	3666	8636
298	3678	8624
299	3690	8610
300	3703	8600
301	3714	8584
302	3727	8575
303	3739	8560
304	3752	8550
305	3762	8534
306	3772	8516
307	3784	8503
308	3797	8492
309	3808	8476
310	3821	8466
311	3832	8451
312	3844	8438
313	3855	8423
314	3867	8410
315	3880	8399
316	3892	8385
317	3902	8369
318	3914	8356
319	3926	8343
320	3939	8332
321	3951	8320
322	3963	8308
323	3975	8294
324	3988	8284
325	4000	8271
326	4012	8258
327	4025	8247
328	4041	8243
329	4058	8239
330	4071	8229
331	4087	8223
332	4099	8212
333	4111	8197
334	4123	8184
335	4134	8169
336	4147	8159
337	4158	8145
338	4169	8130
339	4181	8117
340	4192	8102
341	4205	8091
342	4217	8077
343	4228	8063
344	4240	8051
345	4253	8040
346	4263	8023
347	4276	8011
348	4286	7995
349	4297	7981
350	4311	7971
351	4323	7959
352	4336	7948
353	4349	7937
354	4360	7923
355	4373	7910
356	4384	7897
357	4394	7880
358	4405	7866
359	4418	7854
360	4429	7840
361	4442	7828
362	4454	7816
363	4465	7802
364	4478	7791
365	4491	7779
366	4503	7767
367	4515	7755
368	4528	7743
369	4539	7729
370	4550	7715
371	4562	7702
372	4576	7692
373	4588	7680
374	4602	7670
375	4614	7657
376	4638	7665
377	4650	7652
378	4662	7639
379	4675	7628
380	4688	7616
381	4700	7604
382	4712	7592
383	4723	7577
384	4735	7564
385	4746	7550
386	4757	7536
387	4769	7523
388	4780	7508
389	4793	7497
390	4804	7483
391	4815	7469
392	4827	7456
393	4838	7442
394	4851	7430
395	4862	7417
396	4874	7404
397	4887	7392
398	4897	7377
399	4910	7365
400	4923	7354
401	4935	7341
402	4945	7326
403	4955	7310
404	4975	7309
405	4988	7298
406	5001	7287
407	5014	7275
408	5027	7265
409	5039	7251
410	5050	7237
411	5063	7225
412	5073	7211
413	5084	7197
414	5097	7186
415	5109	7173
416	5120	7159
417	5132	7146
418	5144	7133
419	5158	7123
420	5170	7110
421	5182	7097
422	5192	7083
423	5204	7070
424	5217	7058
425	5228	7045
426	5240	7032
427	5253	7021
428	5264	7006
429	5277	6995
430	5288	6982
431	5299	6967
432	5311	6955
433	5323	6942
434	5335	6929
435	5348	6918
436	5361	6906
437	5373	6894
438	5386	6882
439	5397	6868
440	5408	6855
441	5420	6843
442	5433	6831
443	5444	6817
444	5454	6802
445	5464	6787
446	5475	6773
447	5487	6761
448	5499	6749
449	5512	6736
450	5522	6722
451	5534	6710
452	5546	6697
453	5558	6684
454	5567	6669
455	5580	6657
456	5592	6644
457	5603	6630
458	5615	6618
459	5627	6606
460	5641	6595
461	5653	6583
462	5679	6586
463	5691	6574
464	5703	6562
465	5716	6551
466	5728	6538
467	5740	6525
468	5751	6511
469	5763	6498
470	5775	6486
471	5788	6474
472	5800	6463
473	5812	6450
474	5824	6437
475	5836	6424
476	5847	6411
477	5860	6400
478	5871	6386
479	5882	6372
480	5894	6360
481	5907	6348
482	5918	6334
483	5930	6323
484	5945	6313
485	5959	6303
486	5973	6291
487	5987	6281
488	5999	6269
489	6011	6256
490	6021	6242
491	6034	6230
492	6047	6219
493	6060	6208
494	6073	6196
495	6088	6186
496	6103	6176
497	6117	6166
498	6135	6160
499	6150	6150
500	6167	6143
501	6183	6134
502	6196	6122
503	6210	6111
504	6221	6098
505	6234	6086
506	6246	6074
507	6262	6064
508	6276	6054
509	6291	6044
510	6304	6032
511	6319	6023
512	6331	6010
513	6344	5998
514	6358	5988
515	6372	5977
516	6386	5966
517	6400	5956
518	6411	5942
519	6424	5930
520	6438	5919
521	6453	5909
522	6465	5897
523	6478	5885
524	6490	5872
525	6503	5860
526	6517	5849
527	6529	5837
528	6540	5822
529	6553	5811
530	6567	5800
531	6582	5790
532	6595	5778
533	6607	5765
534	6621	5754
535	6635	5743
536	6647	5731
537	6661	5720
538	6675	5709
539	6688	5697
540	6705	5689
541	6730	5687
542	6743	5675
543	6757	5664
544	6770	5652
545	6781	5638
546	6793	5625
547	6805	5613
548	6817	5600
549	6830	5588
550	6844	5577
551	6856	5564
552	6868	5551
553	6880	5539
554	6893	5527
555	6904	5513
556	6915	5500
557	6928	5488
558	6940	5475
559	6953	5463
560	6965	5450
561	6977	5437
562	6989	5425
563	7001	5412
564	7014	5400
565	7027	5388
566	7039	5376
567	7050	5362
568	7063	5350
569	7075	5337
570	7086	5324
571	7097	5310
572	7110	5298
573	7126	5288
574	7137	5275
575	7149	5262
576	7161	5250
577	7174	5237
578	7187	5226
579	7200	5214
580	7219	5206
581	7237	5197
582	7250	5185
583	7262	5173
584	7277	5162
585	7289	5150
586	7301	5137
587	7314	5125
588	7326	5112
589	7339	5100
590	7353	5089
591	7364	5075
592	7375	5062
593	7390	5051
594	7404	5039
595	7417	5027
596	7430	5016
597	7442	5003
598	7454	4990
599	7469	4979
600	7482	4967
601	7495	4955
602	7507	4942
603	7520	4930
604	7531	4917
605	7543	4904
606	7555	4891
607	7567	4878
608	7580	4867
609	7592	4854
610	7603	4840
611	7614	4827
612	7625	4814
613	7638	4801
614	7650	4789
615	7663	4777
616	7676	4765
617	7689	4752
618	7701	4740
619	7716	4729
620	7731	4718
621	7742	4705
622	7758	4694
623	7785	4691
624	7798	4679
625	7813	4668
626	7828	4656
627	7839	4643
628	7853	4632
629	7866	4619
630	7877	4606
631	7890	4594
632	7901	4581
633	7916	4569
634	7929	4558
635	7943	4546
636	7955	4533
637	7968	4521
638	7981	4508
639	7995	4497
640	8009	4486
641	8022	4473
642	8036	4462
643	8049	4449
644	8062	4437
645	8075	4425
646	8087	4412
647	8101	4400
648	8117	4390
649	8130	4377
650	8143	4365
651	8155	4352
652	8166	4339
653	8180	4327
654	8194	4315
655	8205	4302
656	8221	4292
657	8236	4281
658	8252	4270
659	8269	4259
660	8285	4249
661	8298	4236
662	8312	4225
663	8326	4213
664	8341	4201
665	8353	4189
666	8367	4177
667	8380	4165
668	8393	4153
669	8408	4141
670	8421	4129
671	8434	4116
672	8446	4103
673	8459	4091
674	8472	4079
675	8485	4067
676	8498	4054
677	8510	4041
678	8522	4029
679	8535	4016
680	8547	4003
681	8560	3991
682	8572	3978
683	8584	3965
684	8599	3954
685	8612	3941
686	8624	3929
687	8636	3916
688	8649	3904
689	8662	3891
690	8673	3878
691	8684	3865
692	8696	3852
693	8710	3840
694	8722	3827
695	8734	3815
696	8746	3802
697	8760	3790
698	8774	3778
699	8787	3766
700	8799	3753
701	8811	3740
702	8827	3729
703	8860	3725
704	8872	3712
705	8885	3700
706	8899	3688
707	8913	3676
708	8926	3663
709	8938	3651
710	8951	3638
711	8963	3625
712	8976	3613
713	8989	3600
714	9001	3588
715	9015	3575
716	9027	3563
717	9043	3551
718	9055	3538
719	9065	3525
720	9078	3513
721	9092	3501
722	9105	3488
723	9117	3475
724	9130	3463
725	9143	3450
726	9156	3438
727	9169	3426
728	9184	3414
729	9196	3401
730	9207	3388
731	9219	3375
732	9230	3362
733	9243	3349
734	9257	3337
735	9269	3325
736	9282	3312
737	9294	3299
738	9305	3286
739	9322	3275
740	9336	3263
741	9348	3250
742	9375	3243
743	9390	3230
744	9402	3218
745	9414	3205
746	9427	3193
747	9439	3180
748	9453	3167
749	9463	3154
750	9475	3141
751	9485	3128
752	9499	3115
753	9511	3103
754	9523	3090
755	9536	3077
756	9548	3065
757	9560	3052
758	9571	3039
759	9582	3026
760	9596	3013
761	9608	3000
762	9619	2988
763	9632	2975
764	9643	2962
765	9655	2949
766	9667	2936
767	9677	2923
768	9690	2910
769	9701	2897
770	9712	2884
771	9725	2872
772	9737	2859
773	9747	2846
774	9758	2833
775	9771	2820
776	9783	2807
777	9795	2795
778	9806	2782
779	9818	2769
780	9830	2756
781	9842	2743
782	9854	2731
783	9866	2718
784	9879	2705
785	10211	2780
786	10222	2766
787	10236	2753
788	10250	2741
789	10262	2727
790	10273	2714
791	10285	2701
792	10297	2687
793	10306	2673
794	10316	2660
795	10328	2646
796	10340	2633
797	10353	2620
798	10364	2607
799	10374	2593
800	10388	2580
801	10399	2567
802	10411	2554
803	10425	2541
804	10440	2529
805	10455	2516
806	10468	2503
807	10483	2491
808	10498	2478
809	10511	2465
810	10524	2452
811	10536	2439
812	10550	2426
813	10566	2414
814	10578	2401
815	10591	2388
816	10605	2375
817	10618	2362
818	10632	2349
819	10647	2337
820	10660	2324
821	10675	2311
822	10690	2299
823	10706	2286
824	10718	2273
825	10732	2260
826	10746	2248
827	10758	2234
828	10773	2222
829	10786	2209
830	10799	2196
831	10813	2183
832	10828	2170
833	10840	2157
834	10853	2144
835	10865	2131
836	10878	2118
837	10891	2105
838	10903	2092
839	10916	2079
840	10927	2066
841	10940	2053
842	10952	2039
843	10964	2026
844	10978	2013
845	10989	2000
846	11001	1987
847	11014	1974
848	11027	1961
849	11041	1948
850	11053	1935
851	11065	1922
852	11079	1909
853	11092	1896
854	11104	1883
855	11115	1869
856	11128	1856
857	11141	1843
858	11154	1831
859	11166	1817
860	11177	1804
861	11189	1791
862	11202	1778
863	11218	1765
864	11232	1752
865	11244	1739
866	11276	1729
867	11290	1716
868	11305	1704
869	11319	1691
870	11333	1678
871	11350	1666
872	11364	1653
873	11376	1640
874	11389	1627
875	11401	1613
876	11413	1600
877	11426	1587
878	11438	1574
879	11449	1561
880	11463	1548
881	11474	1535
882	11487	1522
883	11499	1508
884	11511	1495
885	11524	1482
886	11535	1469
887	11546	1456
888	11558	1443
889	11571	1430
890	11582	1416
891	11593	1403
892	11605	1390
893	11617	1377
894	11628	1364
895	11640	1351
896	11652	1338
897	11664	1324
898	11676	1311
899	11689	1298
900	11700	1285
901	11713	1272
902	11725	1259
903	11736	1246
904	11750	1233
905	11762	1220
906	11775	1207
907	11786	1194
908	11798	1181
909	11810	1168
910	11822	1155
911	11833	1141
912	11845	1128
913	11856	1115
914	11869	1102
915	11880	1089
916	11890	1076
917	11899	1062
918	11911	1049
919	11923	1036
920	11934	1023
921	11946	1010
922	11959	997
923	11971	984
924	11983	971
925	11994	958
926	12008	945
927	12020	932
928	12031	919
929	12043	906
930	12055	893
931	12068	880
932	12080	867
933	12091	854
934	12104	841
935	12115	828
936	12126	815
937	12140	802
938	12153	789
939	12164	776
940	12175	763
941	12186	750
942	12199	737
943	12211	724
944	12220	711
945	12232	698
946	12244	685
947	12256	672
948	12269	659
949	12282	646
950	12295	633
951	12307	620
952	12321	607
953	12349	595
954	12361	582
955	12374	569
956	12386	556
957	12399	543
958	12410	530
959	12422	517
960	12433	504
961	12444	491
962	12454	478
963	12466	465
964	12478	452
965	12491	439
966	12502	426
967	12514	413
968	12526	400
969	12538	387
970	12549	374
971	12562	361
972	12573	348
973	12585	335
974	12599	323
975	12611	310
976	12624	297
977	12636	284
978	12648	271
979	12660	258
980	12671	245
981	12684	232
982	12697	219
983	12709	206
984	12723	193
985	12734	180
986	12747	167
987	12760	154
988	12772	142
989	12785	129
990	12800	116
991	12812	103
992	12824	90
993	12837	77
994	12850	64
995	12862	51
996	12874	38
997	12887	25
998	12899	12
999	12912	0
