iter	Passed	Remaining
404	5519	8108
405	5531	8093
406	5542	8076
407	5556	8061
408	5568	8046
409	5580	8030
410	5593	8015
411	5605	8000
412	5617	7984
413	5633	7973
414	5647	7961
415	5660	7946
416	5671	7929
417	5684	7915
418	5696	7899
419	5708	7883
420	5720	7867
421	5731	7850
422	5742	7833
423	5755	7819
424	5767	7802
425	5779	7788
426	5794	7775
427	5807	7761
428	5818	7744
429	5832	7731
430	5845	7717
431	5858	7703
432	5877	7696
433	5892	7684
434	5903	7667
435	5945	7690
436	5958	7676
437	5970	7660
438	5985	7649
439	6001	7638
440	6013	7622
441	6025	7606
442	6037	7591
443	6049	7575
444	6060	7558
445	6074	7545
446	6086	7529
447	6096	7511
448	6107	7494
449	6118	7478
450	6130	7462
451	6140	7444
452	6151	7427
453	6163	7412
454	6177	7398
455	6190	7385
456	6202	7370
457	6213	7353
458	6226	7339
459	6240	7325
460	6252	7310
461	6268	7299
462	6281	7285
463	6296	7273
464	6309	7258
465	6323	7245
466	6336	7232
467	6346	7214
468	6358	7198
469	6372	7185
470	6384	7170
471	6399	7159
472	6414	7147
473	6432	7137
474	6447	7126
475	6462	7114
476	6477	7102
477	6494	7092
478	6510	7081
479	6529	7073
480	6544	7061
481	6557	7047
482	6572	7034
483	6586	7021
484	6600	7009
485	6614	6995
486	6630	6984
487	6642	6969
488	6656	6955
489	6671	6943
490	6683	6928
491	6696	6914
492	6709	6899
493	6721	6884
494	6732	6868
495	6744	6853
496	6756	6838
497	6768	6823
498	6782	6809
499	6794	6794
500	6808	6781
501	6823	6769
502	6835	6753
503	6847	6738
504	6862	6726
505	6877	6714
506	6889	6699
507	6902	6685
508	6916	6671
509	6929	6658
510	6949	6650
511	6962	6636
512	6975	6622
513	6989	6608
514	7033	6623
515	7045	6608
516	7059	6594
517	7072	6581
518	7084	6566
519	7100	6554
520	7115	6541
521	7129	6528
522	7143	6515
523	7157	6502
524	7172	6489
525	7188	6478
526	7201	6463
527	7215	6450
528	7227	6435
529	7242	6422
530	7258	6410
531	7273	6398
532	7286	6384
533	7300	6370
534	7310	6354
535	7322	6338
536	7335	6324
537	7347	6309
538	7360	6295
539	7373	6281
540	7384	6265
541	7397	6251
542	7408	6235
543	7421	6221
544	7433	6206
545	7443	6189
546	7453	6172
547	7465	6157
548	7477	6142
549	7487	6126
550	7498	6110
551	7511	6096
552	7522	6080
553	7536	6067
554	7551	6054
555	7562	6039
556	7573	6023
557	7584	6007
558	7594	5991
559	7606	5976
560	7619	5962
561	7632	5948
562	7644	5933
563	7657	5919
564	7669	5905
565	7679	5888
566	7693	5875
567	7708	5862
568	7723	5849
569	7734	5834
570	7748	5821
571	7774	5817
572	7787	5802
573	7800	5789
574	7817	5777
575	7830	5764
576	7842	5749
577	7856	5736
578	7868	5721
579	7882	5708
580	7895	5693
581	7909	5680
582	7923	5667
583	7935	5652
584	7948	5638
585	7961	5624
586	7971	5608
587	7984	5594
588	7996	5580
589	8010	5566
590	8023	5552
591	8039	5540
592	8053	5527
593	8099	5535
594	8110	5520
595	8124	5507
596	8141	5495
597	8155	5482
598	8169	5468
599	8184	5456
600	8196	5441
601	8207	5426
602	8220	5412
603	8232	5397
604	8246	5384
605	8259	5370
606	8273	5356
607	8285	5342
608	8297	5327
609	8309	5312
610	8321	5297
611	8336	5284
612	8350	5271
613	8364	5258
614	8378	5244
615	8393	5232
616	8407	5218
617	8422	5205
618	8436	5192
619	8451	5179
620	8464	5166
621	8478	5152
622	8492	5139
623	8504	5124
624	8516	5110
625	8529	5095
626	8541	5081
627	8553	5066
628	8566	5052
629	8581	5039
630	8598	5028
631	8613	5015
632	8627	5002
633	8641	4988
634	8654	4974
635	8668	4961
636	8682	4947
637	8694	4933
638	8706	4918
639	8723	4907
640	8739	4894
641	8751	4880
642	8765	4866
643	8778	4852
644	8791	4838
645	8805	4825
646	8818	4811
647	8830	4797
648	8842	4782
649	8857	4769
650	8872	4756
651	8886	4743
652	8899	4729
653	8912	4715
654	8923	4700
655	8936	4685
656	8949	4672
657	8965	4660
658	8978	4646
659	8989	4631
660	9000	4615
661	9013	4602
662	9027	4588
663	9040	4574
664	9051	4559
665	9064	4545
666	9076	4531
667	9088	4516
668	9105	4505
669	9119	4491
670	9132	4477
671	9174	4478
672	9191	4465
673	9204	4451
674	9221	4440
675	9236	4426
676	9249	4413
677	9262	4399
678	9276	4385
679	9291	4372
680	9304	4358
681	9318	4344
682	9331	4330
683	9346	4317
684	9358	4303
685	9371	4289
686	9383	4275
687	9397	4261
688	9412	4248
689	9424	4234
690	9437	4220
691	9450	4206
692	9465	4193
693	9478	4179
694	9493	4166
695	9507	4152
696	9517	4137
697	9531	4124
698	9545	4110
699	9557	4096
700	9572	4082
701	9583	4068
702	9593	4053
703	9605	4038
704	9620	4025
705	9633	4011
706	9644	3996
707	9658	3983
708	9671	3969
709	9684	3955
710	9699	3942
711	9713	3928
712	9727	3915
713	9743	3902
714	9755	3888
715	9768	3874
716	9783	3861
717	9796	3847
718	9806	3832
719	9819	3818
720	9833	3805
721	9846	3791
722	9858	3777
723	9873	3764
724	9887	3750
725	9901	3736
726	9912	3722
727	9926	3708
728	9936	3693
729	9949	3679
730	9962	3666
731	9975	3652
732	9988	3638
733	10000	3624
734	10012	3610
735	10026	3596
736	10037	3581
737	10049	3567
738	10061	3553
739	10074	3539
740	10086	3525
741	10099	3511
742	10111	3497
743	10122	3483
744	10134	3468
745	10150	3456
746	10164	3442
747	10181	3430
748	10223	3425
749	10238	3412
750	10251	3398
751	10266	3385
752	10282	3372
753	10295	3359
754	10307	3344
755	10319	3330
756	10331	3316
757	10343	3302
758	10356	3288
759	10368	3274
760	10382	3260
761	10396	3247
762	10409	3233
763	10420	3218
764	10436	3205
765	10450	3192
766	10462	3178
767	10474	3164
768	10487	3150
769	10500	3136
770	10514	3122
771	10530	3110
772	10543	3096
773	10556	3082
774	10571	3069
775	10586	3055
776	10602	3042
777	10617	3029
778	10631	3016
779	10646	3002
780	10660	2989
781	10674	2975
782	10689	2962
783	10705	2949
784	10721	2936
785	10740	2924
786	10757	2911
787	10774	2898
788	10796	2887
789	10813	2874
790	10827	2860
791	10842	2847
792	10856	2833
793	10867	2819
794	10881	2805
795	10896	2792
796	10913	2779
797	10935	2768
798	10953	2755
799	10972	2743
800	10991	2730
801	11011	2718
802	11030	2706
803	11047	2693
804	11063	2679
805	11083	2667
806	11098	2654
807	11110	2640
808	11121	2625
809	11134	2611
810	11146	2597
811	11158	2583
812	11170	2569
813	11180	2554
814	11191	2540
815	11202	2526
816	11216	2512
817	11229	2498
818	11245	2485
819	11256	2470
820	11269	2457
821	11317	2450
822	11330	2436
823	11342	2422
824	11356	2408
825	11368	2394
826	11381	2380
827	11396	2367
828	11408	2353
829	11419	2338
830	11434	2325
831	11446	2311
832	11456	2296
833	11468	2282
834	11482	2269
835	11493	2254
836	11505	2240
837	11519	2226
838	11533	2213
839	11544	2199
840	11556	2184
841	11568	2170
842	11581	2156
843	11594	2143
844	11612	2130
845	11627	2116
846	11642	2103
847	11658	2089
848	11676	2076
849	11692	2063
850	11707	2049
851	11721	2036
852	11736	2022
853	11749	2008
854	11764	1995
855	11777	1981
856	11792	1967
857	11807	1954
858	11822	1940
859	11834	1926
860	11849	1913
861	11861	1898
862	11874	1885
863	11888	1871
864	11906	1858
865	11920	1844
866	11933	1830
867	11947	1816
868	11961	1803
869	11975	1789
870	11990	1775
871	12003	1762
872	12015	1747
873	12026	1733
874	12040	1720
875	12054	1706
876	12068	1692
877	12081	1678
878	12098	1665
879	12113	1651
880	12130	1638
881	12141	1624
882	12157	1610
883	12171	1597
884	12184	1583
885	12199	1569
886	12216	1556
887	12231	1542
888	12245	1528
889	12258	1515
890	12272	1501
891	12286	1487
892	12302	1474
893	12653	1500
894	12710	1491
895	12725	1477
896	12737	1462
897	12752	1448
898	12765	1434
899	12780	1420
900	12791	1405
901	12801	1390
902	12811	1376
903	12823	1361
904	12834	1347
905	12848	1333
906	12861	1318
907	12872	1304
908	12884	1289
909	12896	1275
910	12906	1260
911	12919	1246
912	12931	1232
913	12946	1218
914	12961	1204
915	12972	1189
916	12986	1175
917	12999	1161
918	13011	1146
919	13024	1132
920	13037	1118
921	13050	1104
922	13063	1089
923	13075	1075
924	13096	1061
925	13108	1047
926	13120	1033
927	13132	1018
928	13146	1004
929	13159	990
930	13173	976
931	13185	962
932	13197	947
933	13213	933
934	13227	919
935	13241	905
936	13257	891
937	13272	877
938	13283	862
939	13296	848
940	13310	834
941	13322	820
942	13334	806
943	13347	791
944	13360	777
945	13372	763
946	13386	749
947	13402	735
948	13414	720
949	13427	706
950	13444	692
951	13460	678
952	13474	664
953	13487	650
954	13501	636
955	13514	622
956	13530	607
957	13546	593
958	13560	579
959	13573	565
960	13585	551
961	13598	537
962	13613	523
963	13625	508
964	13640	494
965	13653	480
966	13668	466
967	13685	452
968	13701	438
969	13718	424
970	13735	410
971	13749	396
972	13800	382
973	13816	368
974	13830	354
975	13843	340
976	13861	326
977	13873	312
978	13885	297
979	13900	283
980	13911	269
981	13925	255
982	13936	241
983	13947	226
984	13958	212
985	13971	198
986	13982	184
987	13995	169
988	14006	155
989	14020	141
990	14033	127
991	14044	113
992	14056	99
993	14067	84
994	14079	70
995	14091	56
996	14102	42
997	14114	28
998	14126	14
999	14139	0
