iter	Passed	Remaining
169	1984	9688
170	1996	9677
171	2007	9664
172	2017	9646
173	2029	9631
174	2038	9608
175	2049	9593
176	2060	9581
177	2072	9570
178	2082	9550
179	2094	9541
180	2106	9533
181	2118	9521
182	2130	9509
183	2142	9501
184	2154	9489
185	2165	9476
186	2176	9461
187	2187	9446
188	2198	9433
189	2209	9420
190	2222	9412
191	2231	9392
192	2244	9384
193	2256	9373
194	2264	9350
195	2276	9339
196	2289	9330
197	2299	9314
198	2311	9302
199	2323	9292
200	2334	9278
201	2346	9270
202	2359	9262
203	2373	9261
204	2388	9262
205	2400	9253
206	2412	9241
207	2445	9312
208	2456	9295
209	2468	9284
210	2480	9274
211	2491	9262
212	2505	9255
213	2518	9249
214	2530	9239
215	2543	9230
216	2554	9218
217	2567	9209
218	2580	9204
219	2594	9198
220	2606	9187
221	2618	9177
222	2634	9180
223	2648	9175
224	2662	9170
225	2674	9160
226	2696	9182
227	2710	9177
228	2727	9183
229	2741	9178
230	2752	9164
231	2766	9158
232	2781	9155
233	2794	9148
234	2807	9138
235	2818	9123
236	2832	9117
237	2844	9107
238	2859	9104
239	2871	9093
240	2886	9089
241	2902	9090
242	2916	9084
243	2930	9079
244	2944	9074
245	2959	9070
246	2972	9061
247	2987	9059
248	3000	9050
249	3015	9045
250	3028	9037
251	3043	9033
252	3056	9025
253	3072	9024
254	3085	9013
255	3096	8999
256	3107	8984
257	3122	8979
258	3136	8972
259	3150	8965
260	3162	8955
261	3175	8943
262	3188	8934
263	3200	8921
264	3211	8906
265	3223	8893
266	3235	8882
267	3249	8874
268	3263	8869
269	3274	8854
270	3287	8843
271	3300	8832
272	3312	8820
273	3324	8808
274	3336	8796
275	3349	8786
276	3360	8771
277	3372	8757
278	3383	8744
279	3395	8732
280	3408	8720
281	3419	8707
282	3431	8694
283	3448	8693
284	3459	8679
285	3488	8708
286	3501	8698
287	3514	8689
288	3528	8681
289	3540	8668
290	3551	8652
291	3562	8638
292	3575	8627
293	3587	8614
294	3600	8604
295	3612	8591
296	3621	8570
297	3630	8553
298	3644	8543
299	3655	8529
300	3665	8512
301	3677	8500
302	3688	8484
303	3699	8470
304	3711	8457
305	3722	8442
306	3734	8430
307	3746	8416
308	3757	8401
309	3772	8396
310	3785	8385
311	3797	8374
312	3809	8361
313	3820	8346
314	3832	8333
315	3844	8321
316	3857	8312
317	3870	8300
318	3881	8285
319	3892	8272
320	3904	8259
321	3916	8247
322	3931	8239
323	3942	8225
324	3956	8216
325	3970	8209
326	3982	8196
327	3996	8187
328	4010	8179
329	4023	8168
330	4036	8157
331	4048	8146
332	4064	8141
333	4076	8127
334	4089	8117
335	4101	8105
336	4115	8095
337	4128	8085
338	4143	8079
339	4157	8069
340	4168	8055
341	4178	8039
342	4190	8026
343	4203	8016
344	4228	8027
345	4241	8016
346	4253	8004
347	4265	7992
348	4276	7976
349	4287	7962
350	4299	7950
351	4311	7936
352	4323	7923
353	4334	7910
354	4345	7895
355	4358	7883
356	4369	7870
357	4380	7855
358	4391	7841
359	4404	7830
360	4417	7818
361	4428	7805
362	4440	7791
363	4452	7779
364	4463	7765
365	4474	7751
366	4486	7737
367	4498	7724
368	4513	7717
369	4523	7702
370	4554	7721
371	4568	7712
372	4581	7700
373	4593	7688
374	4607	7678
375	4618	7664
376	4630	7651
377	4642	7639
378	4654	7625
379	4665	7612
380	4677	7599
381	4688	7584
382	4696	7566
383	4706	7549
384	4718	7538
385	4729	7523
386	4742	7512
387	4754	7498
388	4764	7483
389	4775	7469
390	4787	7456
391	4798	7443
392	4811	7431
393	4822	7417
394	4833	7403
395	4846	7392
396	4858	7379
397	4872	7369
398	4884	7357
399	4895	7343
400	4907	7330
401	4919	7317
402	4932	7307
403	4943	7293
404	4956	7281
405	4968	7269
406	4979	7254
407	4991	7242
408	5003	7230
409	5015	7217
410	5027	7205
411	5041	7195
412	5054	7184
413	5066	7171
414	5079	7160
415	5092	7149
416	5103	7135
417	5116	7123
418	5128	7111
419	5139	7097
420	5150	7083
421	5163	7071
422	5175	7059
423	5186	7046
424	5199	7033
425	5209	7019
426	5222	7007
427	5233	6994
428	5242	6977
429	5252	6962
430	5266	6952
431	5280	6942
432	5293	6931
433	5306	6921
434	5319	6909
435	5332	6897
436	5346	6887
437	5359	6877
438	5372	6865
439	5384	6853
440	5396	6840
441	5408	6828
442	5422	6817
443	5435	6806
444	5447	6793
445	5461	6783
446	5473	6771
447	5488	6762
448	5500	6749
449	5511	6736
450	5522	6721
451	5532	6707
452	5546	6697
453	5562	6689
454	5578	6682
455	5613	6696
456	5626	6684
457	5641	6675
458	5657	6667
459	5668	6654
460	5681	6643
461	5693	6630
462	5707	6619
463	5719	6606
464	5733	6597
465	5748	6587
466	5758	6572
467	5770	6559
468	5783	6548
469	5796	6535
470	5808	6523
471	5819	6509
472	5830	6496
473	5844	6485
474	5857	6473
475	5869	6460
476	5881	6448
477	5894	6436
478	5904	6422
479	5916	6409
480	5929	6397
481	5941	6384
482	5955	6374
483	5966	6361
484	5979	6348
485	5993	6338
486	6004	6325
487	6016	6312
488	6027	6298
489	6041	6288
490	6055	6277
491	6068	6266
492	6083	6255
493	6095	6243
494	6109	6233
495	6122	6221
496	6133	6207
497	6145	6194
498	6157	6182
499	6169	6169
500	6181	6156
501	6192	6143
502	6204	6130
503	6216	6117
504	6230	6107
505	6241	6093
506	6252	6080
507	6265	6068
508	6277	6055
509	6291	6044
510	6304	6033
511	6316	6020
512	6329	6008
513	6341	5996
514	6354	5984
515	6369	5974
516	6383	5963
517	6397	5952
518	6411	5941
519	6425	5931
520	6438	5919
521	6452	5908
522	6463	5894
523	6474	5881
524	6489	5871
525	6503	5860
526	6516	5849
527	6530	5837
528	6542	5825
529	6555	5813
530	6569	5802
531	6582	5791
532	6595	5779
533	6611	5769
534	6625	5758
535	6677	5780
536	6690	5768
537	6706	5759
538	6720	5748
539	6732	5734
540	6746	5724
541	6763	5714
542	6777	5704
543	6790	5692
544	6803	5680
545	6817	5668
546	6830	5656
547	6842	5643
548	6854	5630
549	6866	5618
550	6881	5607
551	6896	5596
552	6907	5583
553	6921	5572
554	6935	5560
555	6947	5547
556	6960	5535
557	6973	5524
558	6986	5511
559	6999	5499
560	7023	5496
561	7034	5482
562	7045	5468
563	7057	5455
564	7068	5442
565	7080	5429
566	7093	5416
567	7107	5405
568	7118	5392
569	7132	5380
570	7147	5369
571	7159	5357
572	7172	5344
573	7186	5333
574	7197	5320
575	7208	5306
576	7220	5293
577	7234	5282
578	7248	5270
579	7261	5258
580	7272	5244
581	7285	5232
582	7297	5219
583	7308	5206
584	7320	5192
585	7330	5179
586	7341	5165
587	7354	5152
588	7369	5142
589	7381	5129
590	7393	5116
591	7404	5103
592	7416	5089
593	7428	5077
594	7442	5065
595	7455	5053
596	7466	5040
597	7478	5027
598	7488	5013
599	7499	4999
600	7511	4987
601	7524	4974
602	7536	4962
603	7548	4948
604	7560	4935
605	7571	4922
606	7583	4909
607	7594	4896
608	7605	4883
609	7618	4870
610	7629	4857
611	7641	4844
612	7653	4831
613	7667	4820
614	7679	4807
615	7718	4811
616	7730	4798
617	7743	4786
618	7757	4774
619	7769	4762
620	7782	4749
621	7794	4736
622	7806	4723
623	7818	4711
624	7831	4698
625	7843	4685
626	7855	4673
627	7869	4661
628	7882	4649
629	7893	4635
630	7904	4622
631	7916	4609
632	7928	4596
633	7939	4583
634	7951	4570
635	7963	4557
636	7975	4544
637	7987	4532
638	7998	4518
639	8009	4505
640	8020	4492
641	8033	4479
642	8044	4466
643	8055	4453
644	8066	4439
645	8078	4426
646	8090	4414
647	8100	4400
648	8112	4387
649	8125	4375
650	8136	4361
651	8148	4349
652	8160	4336
653	8171	4323
654	8182	4309
655	8193	4296
656	8204	4283
657	8216	4270
658	8230	4259
659	8241	4245
660	8251	4232
661	8262	4218
662	8273	4205
663	8285	4192
664	8297	4179
665	8312	4168
666	8326	4156
667	8338	4144
668	8351	4131
669	8364	4120
670	8375	4106
671	8388	4094
672	8399	4081
673	8411	4068
674	8425	4056
675	8438	4044
676	8449	4031
677	8460	4017
678	8474	4006
679	8488	3994
680	8501	3982
681	8513	3969
682	8526	3957
683	8539	3945
684	8551	3932
685	8564	3920
686	8577	3908
687	8588	3894
688	8602	3882
689	8617	3871
690	8628	3858
691	8641	3846
692	8654	3833
693	8666	3821
694	8688	3812
695	8705	3802
696	8723	3792
697	8736	3779
698	8752	3768
699	8789	3766
700	8804	3755
701	8819	3743
702	8832	3731
703	8845	3719
704	8862	3708
705	8878	3697
706	8892	3685
707	8905	3672
708	8917	3660
709	8930	3647
710	8948	3637
711	8965	3626
712	8976	3613
713	8990	3601
714	9003	3588
715	9016	3576
716	9029	3564
717	9043	3552
718	9058	3540
719	9071	3527
720	9086	3516
721	9099	3503
722	9112	3491
723	9127	3479
724	9139	3466
725	9154	3454
726	9168	3442
727	9180	3430
728	9193	3417
729	9206	3405
730	9218	3392
731	9230	3379
732	9244	3367
733	9259	3355
734	9275	3344
735	9288	3331
736	9300	3318
737	9314	3306
738	9328	3294
739	9342	3282
740	9354	3269
741	9369	3257
742	9382	3245
743	9394	3232
744	9406	3219
745	9418	3206
746	9431	3194
747	9444	3181
748	9456	3169
749	9468	3156
750	9479	3143
751	9492	3130
752	9504	3117
753	9515	3104
754	9526	3091
755	9540	3079
756	9551	3066
757	9566	3054
758	9578	3041
759	9589	3028
760	9602	3015
761	9615	3003
762	9628	2990
763	9642	2978
764	9654	2965
765	9666	2953
766	9679	2940
767	9692	2927
768	9704	2915
769	9715	2902
770	9727	2889
771	9739	2876
772	9753	2864
773	9764	2851
774	9775	2837
775	9792	2826
776	9822	2819
777	9836	2806
778	9849	2794
779	9862	2781
780	9873	2768
781	9884	2755
782	9897	2742
783	9908	2729
784	9921	2717
785	9931	2703
786	9942	2690
787	9954	2677
788	9964	2664
789	9977	2652
790	9989	2639
791	9999	2626
792	10012	2613
793	10024	2600
794	10035	2587
795	10048	2575
796	10060	2562
797	10070	2549
798	10080	2535
799	10092	2523
800	10104	2510
801	10114	2497
802	10128	2484
803	10140	2472
804	10152	2459
805	10164	2446
806	10176	2433
807	10187	2420
808	10198	2407
809	10209	2394
810	10221	2381
811	10235	2369
812	10245	2356
813	10257	2343
814	10267	2330
815	10280	2318
816	10292	2305
817	10304	2292
818	10319	2280
819	10332	2268
820	10344	2255
821	10356	2242
822	10369	2230
823	10380	2217
824	10391	2204
825	10404	2191
826	10415	2178
827	10426	2165
828	10438	2153
829	10448	2140
830	10462	2127
831	10472	2114
832	10484	2101
833	10496	2089
834	10508	2076
835	10522	2064
836	10533	2051
837	10544	2038
838	10555	2025
839	10567	2012
840	10579	2000
841	10588	1986
842	10601	1974
843	10613	1961
844	10625	1949
845	10638	1936
846	10650	1923
847	10661	1911
848	10675	1898
849	10687	1886
850	10699	1873
851	10712	1860
852	10723	1848
853	10736	1835
854	10748	1822
855	10760	1810
856	10772	1797
857	10784	1784
858	10797	1772
859	10809	1759
860	10820	1746
861	10836	1734
862	10848	1722
863	10860	1709
864	10897	1700
865	10908	1687
866	10922	1675
867	10937	1663
868	10947	1650
869	10960	1637
870	10974	1625
871	10984	1612
872	10997	1599
873	11010	1587
874	11022	1574
875	11033	1561
876	11046	1549
877	11058	1536
878	11072	1524
879	11084	1511
880	11096	1498
881	11109	1486
882	11121	1473
883	11133	1460
884	11143	1448
885	11154	1435
886	11168	1422
887	11180	1410
888	11194	1397
889	11206	1385
890	11219	1372
891	11231	1359
892	11242	1347
893	11256	1334
894	11269	1322
895	11281	1309
896	11292	1296
897	11302	1283
898	11314	1271
899	11326	1258
900	11336	1245
901	11348	1232
902	11361	1220
903	11373	1207
904	11385	1195
905	11398	1182
906	11410	1169
907	11421	1157
908	11432	1144
909	11445	1131
910	11457	1119
911	11469	1106
912	11480	1093
913	11492	1081
914	11505	1068
915	11518	1056
916	11530	1043
917	11544	1031
918	11556	1018
919	11568	1005
920	11580	993
921	11591	980
922	11603	968
923	11616	955
924	11629	942
925	11641	930
926	11657	917
927	11668	905
928	11680	892
929	11691	880
930	11703	867
931	11714	854
932	11725	842
933	11736	829
934	11749	816
935	11762	804
936	11774	791
937	11784	778
938	11796	766
939	11810	753
940	11821	741
941	11835	728
942	11849	716
943	11862	703
944	11876	691
945	11892	678
946	11905	666
947	11919	653
948	11933	641
949	11971	630
950	11983	617
951	11996	604
952	12009	592
953	12022	579
954	12034	567
955	12048	554
956	12063	542
957	12075	529
958	12088	516
959	12103	504
960	12117	491
961	12130	479
962	12147	466
963	12166	454
964	12178	441
965	12190	429
966	12202	416
967	12212	403
968	12223	391
969	12236	378
970	12252	365
971	12264	353
972	12277	340
973	12290	328
974	12302	315
975	12313	302
976	12326	290
977	12338	277
978	12350	264
979	12361	252
980	12372	239
981	12385	227
982	12398	214
983	12409	201
984	12422	189
985	12437	176
986	12449	163
987	12462	151
988	12475	138
989	12487	126
990	12498	113
991	12512	100
992	12525	88
993	12536	75
994	12548	63
995	12562	50
996	12573	37
997	12586	25
998	12597	12
999	12609	0
