iter	Passed	Remaining
402	10544	8058
403	10573	8034
404	10601	8010
405	10633	7987
406	10663	7965
407	10692	7940
408	10722	7917
409	10752	7893
410	10783	7871
411	10812	7846
412	10854	7831
413	10892	7813
414	10926	7793
415	10956	7769
416	10986	7745
417	11017	7722
418	11043	7696
419	11073	7672
420	11108	7652
421	11137	7627
422	11166	7602
423	11197	7579
424	11226	7555
425	11256	7530
426	11286	7506
427	11316	7482
428	11346	7458
429	11376	7434
430	11407	7411
431	11437	7386
432	11467	7362
433	11495	7336
434	11525	7312
435	11555	7288
436	11584	7263
437	11611	7237
438	11643	7214
439	11675	7190
440	11705	7166
441	11735	7142
442	11766	7118
443	11796	7093
444	11825	7069
445	11859	7046
446	11889	7022
447	11919	6997
448	11949	6973
449	11981	6949
450	12012	6925
451	12043	6901
452	12067	6872
453	12102	6850
454	12132	6826
455	12162	6801
456	12190	6775
457	12221	6751
458	12247	6724
459	12271	6695
460	12291	6665
461	12315	6637
462	12340	6609
463	12368	6583
464	12393	6556
465	12418	6528
466	12444	6501
467	12464	6471
468	12488	6443
469	12515	6417
470	12545	6392
471	12572	6365
472	12598	6339
473	12622	6311
474	12649	6284
475	12669	6254
476	12695	6227
477	12719	6200
478	12740	6170
479	12764	6142
480	12788	6115
481	12814	6088
482	12831	6057
483	12855	6029
484	12875	5999
485	12903	5973
486	12929	5946
487	12954	5919
488	12980	5893
489	13005	5865
490	13029	5838
491	13056	5811
492	13076	5782
493	13101	5754
494	13132	5730
495	13156	5702
496	13181	5675
497	13207	5649
498	13232	5621
499	13258	5594
500	13282	5567
501	13305	5539
502	13325	5510
503	13348	5482
504	13372	5454
505	13395	5427
506	13415	5397
507	13439	5370
508	13459	5341
509	13484	5314
510	13508	5287
511	13533	5260
512	13561	5234
513	13586	5207
514	13612	5180
515	13636	5153
516	13658	5125
517	13686	5099
518	13710	5072
519	13735	5045
520	13761	5018
521	13789	4992
522	13815	4966
523	13839	4938
524	13858	4910
525	13881	4882
526	13908	4856
527	13933	4829
528	13959	4802
529	13985	4776
530	14004	4747
531	14029	4720
532	14054	4693
533	14080	4667
534	14109	4641
535	14134	4614
536	14165	4590
537	14190	4563
538	14218	4537
539	14243	4510
540	14267	4483
541	14292	4456
542	14316	4429
543	14341	4402
544	14368	4376
545	14392	4349
546	14417	4322
547	14442	4295
548	14468	4269
549	14492	4242
550	14510	4213
551	14535	4186
552	14562	4160
553	14589	4134
554	14615	4108
555	14641	4081
556	14666	4055
557	14694	4029
558	14718	4002
559	14746	3976
560	14771	3949
561	14797	3923
562	14825	3897
563	14853	3871
564	14879	3844
565	14905	3818
566	14931	3792
567	14955	3765
568	14979	3738
569	15003	3711
570	15029	3684
571	15053	3658
572	15077	3631
573	15104	3605
574	15127	3578
575	15153	3551
576	15184	3526
577	15210	3500
578	15235	3473
579	15258	3446
580	15284	3420
581	15309	3393
582	15334	3366
583	15358	3339
584	15382	3313
585	15411	3287
586	15437	3261
587	15461	3234
588	15484	3207
589	15499	3178
590	15526	3152
591	15552	3126
592	15576	3099
593	15603	3073
594	15627	3046
595	15653	3020
596	15674	2993
597	15700	2966
598	15726	2940
599	15753	2914
600	15777	2887
601	15804	2861
602	15829	2835
603	15857	2809
604	15881	2782
605	15905	2755
606	15930	2729
607	15959	2703
608	15985	2677
609	16011	2651
610	16035	2624
611	16062	2598
612	16087	2571
613	16113	2545
614	16138	2519
615	16164	2492
616	16198	2467
617	16219	2440
618	16245	2414
619	16269	2387
620	16293	2361
621	16318	2334
622	16344	2308
623	16367	2282
624	16393	2255
625	16418	2229
626	16445	2203
627	16475	2177
628	16501	2151
629	16528	2125
630	16552	2098
631	16577	2072
632	16602	2045
633	16637	2020
634	16663	1994
635	16688	1967
636	16712	1941
637	16743	1915
638	16769	1889
639	16794	1863
640	16817	1836
641	16841	1810
642	16867	1783
643	16892	1757
644	16917	1731
645	16944	1704
646	16968	1678
647	16993	1652
648	17019	1625
649	17044	1599
650	17071	1573
651	17095	1547
652	17114	1520
653	17139	1493
654	17165	1467
655	17191	1441
656	17223	1415
657	17248	1389
658	17274	1363
659	17299	1336
660	17324	1310
661	17349	1284
662	17374	1257
663	17393	1231
664	17414	1204
665	17439	1178
666	17463	1152
667	17489	1125
668	17514	1099
669	17540	1073
670	17567	1047
671	17593	1021
672	17619	994
673	17648	968
674	17672	942
675	17697	916
676	17723	890
677	17747	863
678	17774	837
679	17798	811
680	17822	785
681	17847	758
682	17873	732
683	17898	706
684	17923	680
685	17947	654
686	17965	627
687	17990	601
688	18015	575
689	18040	549
690	18066	522
691	18091	496
692	18116	470
693	18141	444
694	18165	418
695	18190	392
696	18215	365
697	18249	339
698	18274	313
699	18297	287
700	18322	261
701	18341	235
702	18366	209
703	18393	182
704	18418	156
705	18442	130
706	18470	104
707	18494	78
708	18518	52
709	18543	26
710	18568	0
