iter	Passed	Remaining
224	2687	9257
225	2700	9249
226	2714	9242
227	2728	9239
228	2742	9234
229	2757	9231
230	2772	9230
231	2787	9228
232	2801	9223
233	2815	9217
234	2831	9218
235	2848	9222
236	2862	9216
237	2880	9221
238	2902	9241
239	2918	9242
240	2932	9235
241	2948	9235
242	2960	9221
243	2975	9217
244	2990	9214
245	3004	9208
246	3017	9200
247	3032	9194
248	3045	9185
249	3057	9171
250	3071	9165
251	3084	9154
252	3099	9150
253	3112	9142
254	3125	9130
255	3138	9120
256	3154	9120
257	3167	9110
258	3178	9093
259	3192	9086
260	3205	9077
261	3218	9065
262	3230	9053
263	3243	9041
264	3255	9028
265	3269	9021
266	3281	9008
267	3294	8997
268	3306	8984
269	3319	8974
270	3333	8967
271	3359	8990
272	3378	8997
273	3394	8994
274	3407	8983
275	3427	8991
276	3440	8979
277	3453	8968
278	3466	8957
279	3479	8947
280	3492	8936
281	3504	8923
282	3518	8915
283	3534	8910
284	3547	8898
285	3559	8885
286	3574	8879
287	3588	8871
288	3601	8861
289	3615	8851
290	3627	8837
291	3640	8825
292	3653	8815
293	3666	8804
294	3678	8791
295	3690	8776
296	3705	8770
297	3719	8761
298	3729	8743
299	3742	8733
300	3754	8719
301	3767	8707
302	3779	8693
303	3790	8678
304	3801	8663
305	3812	8646
306	3822	8629
307	3835	8618
308	3847	8604
309	3858	8587
310	3869	8571
311	3881	8560
312	3893	8546
313	3906	8535
314	3923	8531
315	3934	8517
316	3946	8502
317	3960	8494
318	3973	8483
319	3988	8474
320	3999	8460
321	4013	8451
322	4026	8439
323	4039	8427
324	4053	8417
325	4065	8406
326	4078	8393
327	4089	8379
328	4102	8366
329	4113	8351
330	4124	8335
331	4135	8321
332	4148	8309
333	4160	8296
334	4173	8285
335	4183	8268
336	4197	8257
337	4209	8245
338	4221	8232
339	4234	8219
340	4247	8207
341	4260	8196
342	4271	8181
343	4284	8170
344	4296	8157
345	4307	8141
346	4320	8130
347	4332	8116
348	4344	8104
349	4357	8093
350	4369	8078
351	4379	8061
352	4390	8046
353	4404	8037
354	4418	8028
355	4430	8015
356	4444	8004
357	4456	7992
358	4468	7978
359	4481	7966
360	4493	7954
361	4505	7941
362	4532	7953
363	4543	7938
364	4555	7925
365	4568	7913
366	4579	7898
367	4592	7886
368	4606	7877
369	4617	7862
370	4630	7850
371	4641	7836
372	4654	7824
373	4668	7813
374	4680	7800
375	4692	7786
376	4702	7771
377	4714	7758
378	4727	7745
379	4740	7734
380	4751	7719
381	4763	7706
382	4776	7694
383	4789	7682
384	4802	7671
385	4818	7664
386	4831	7653
387	4846	7643
388	4859	7632
389	4873	7622
390	4885	7609
391	4898	7597
392	4911	7586
393	4924	7574
394	4941	7568
395	4953	7555
396	4966	7543
397	4981	7534
398	4997	7527
399	5011	7517
400	5024	7505
401	5038	7495
402	5051	7483
403	5064	7470
404	5078	7460
405	5093	7451
406	5107	7442
407	5119	7428
408	5131	7415
409	5145	7404
410	5158	7392
411	5172	7381
412	5185	7370
413	5197	7357
414	5211	7346
415	5222	7331
416	5235	7320
417	5247	7306
418	5259	7292
419	5272	7281
420	5284	7268
421	5298	7256
422	5311	7245
423	5327	7237
424	5340	7225
425	5351	7211
426	5365	7200
427	5380	7190
428	5394	7179
429	5406	7167
430	5419	7155
431	5431	7141
432	5441	7125
433	5452	7110
434	5466	7099
435	5481	7090
436	5491	7075
437	5505	7064
438	5516	7049
439	5529	7037
440	5544	7028
441	5556	7014
442	5568	7001
443	5581	6989
444	5593	6976
445	5605	6962
446	5617	6949
447	5630	6937
448	5642	6923
449	5654	6910
450	5666	6897
451	5680	6886
452	5693	6874
453	5705	6861
454	5718	6849
455	5733	6840
456	5745	6826
457	5757	6813
458	5771	6802
459	5785	6791
460	5799	6781
461	5811	6768
462	5825	6756
463	5838	6744
464	5851	6732
465	5863	6719
466	5876	6706
467	5889	6695
468	5900	6680
469	5913	6668
470	5925	6655
471	5939	6644
472	5952	6632
473	5966	6621
474	5986	6616
475	5998	6602
476	6008	6588
477	6023	6578
478	6036	6566
479	6049	6553
480	6062	6541
481	6073	6526
482	6086	6514
483	6100	6503
484	6114	6492
485	6125	6478
486	6137	6465
487	6151	6454
488	6168	6445
489	6181	6433
490	6194	6421
491	6208	6410
492	6221	6398
493	6233	6384
494	6255	6382
495	6276	6377
496	6289	6364
497	6302	6353
498	6314	6339
499	6327	6327
500	6346	6320
501	6365	6314
502	6380	6304
503	6393	6292
504	6407	6280
505	6422	6269
506	6438	6260
507	6452	6249
508	6470	6241
509	6487	6232
510	6502	6222
511	6516	6211
512	6527	6196
513	6540	6184
514	6553	6171
515	6567	6160
516	6580	6147
517	6592	6134
518	6606	6122
519	6618	6108
520	6629	6094
521	6642	6082
522	6655	6069
523	6668	6058
524	6680	6044
525	6694	6032
526	6706	6019
527	6717	6005
528	6732	5994
529	6744	5980
530	6757	5968
531	6768	5954
532	6780	5941
533	6794	5929
534	6810	5919
535	6824	5907
536	6836	5894
537	6848	5881
538	6862	5869
539	6875	5857
540	6889	5845
541	6901	5831
542	6913	5818
543	6927	5806
544	6939	5793
545	6951	5780
546	6962	5766
547	6975	5753
548	6988	5740
549	7000	5727
550	7013	5715
551	7032	5707
552	7044	5694
553	7057	5681
554	7068	5667
555	7079	5653
556	7091	5640
557	7104	5627
558	7116	5614
559	7129	5601
560	7139	5587
561	7154	5575
562	7183	5576
563	7195	5562
564	7209	5550
565	7220	5536
566	7231	5522
567	7245	5510
568	7259	5498
569	7269	5484
570	7283	5472
571	7294	5458
572	7308	5446
573	7321	5433
574	7331	5418
575	7344	5406
576	7355	5392
577	7367	5378
578	7378	5365
579	7390	5351
580	7401	5337
581	7413	5324
582	7424	5310
583	7437	5297
584	7450	5285
585	7463	5272
586	7475	5259
587	7487	5246
588	7499	5233
589	7511	5219
590	7522	5206
591	7534	5193
592	7546	5179
593	7559	5166
594	7572	5154
595	7583	5140
596	7594	5126
597	7605	5112
598	7617	5099
599	7628	5085
600	7639	5072
601	7651	5058
602	7661	5044
603	7675	5032
604	7687	5019
605	7697	5004
606	7709	4991
607	7720	4977
608	7733	4964
609	7745	4951
610	7756	4938
611	7769	4925
612	7782	4913
613	7796	4901
614	7807	4887
615	7818	4874
616	7832	4861
617	7844	4848
618	7856	4835
619	7867	4822
620	7879	4808
621	7891	4795
622	7903	4782
623	7915	4769
624	7927	4756
625	7950	4750
626	7962	4737
627	7974	4723
628	7987	4711
629	8000	4698
630	8012	4685
631	8025	4673
632	8038	4660
633	8053	4649
634	8072	4640
635	8086	4628
636	8099	4615
637	8112	4603
638	8125	4590
639	8136	4576
640	8148	4563
641	8162	4551
642	8177	4539
643	8190	4527
644	8201	4514
645	8213	4500
646	8227	4488
647	8240	4476
648	8255	4464
649	8266	4451
650	8278	4437
651	8292	4426
652	8307	4414
653	8320	4401
654	8335	4390
655	8349	4378
656	8362	4365
657	8373	4352
658	8388	4340
659	8399	4327
660	8413	4314
661	8425	4301
662	8437	4288
663	8448	4275
664	8461	4262
665	8474	4249
666	8486	4236
667	8498	4223
668	8513	4212
669	8527	4200
670	8540	4187
671	8552	4174
672	8565	4161
673	8576	4148
674	8589	4135
675	8602	4123
676	8613	4109
677	8626	4096
678	8638	4083
679	8649	4070
680	8662	4057
681	8673	4044
682	8683	4030
683	8693	4016
684	8706	4003
685	8718	3990
686	8728	3976
687	8740	3963
688	8752	3950
689	8763	3937
690	8776	3924
691	8788	3911
692	8802	3899
693	8813	3886
694	8826	3873
695	8837	3860
696	8849	3847
697	8862	3834
698	8875	3821
699	8886	3808
700	8898	3795
701	8911	3783
702	8925	3770
703	8936	3757
704	8948	3744
705	8961	3732
706	8972	3718
707	8985	3705
708	8996	3692
709	9008	3679
710	9019	3666
711	9032	3653
712	9044	3640
713	9057	3627
714	9070	3615
715	9082	3602
716	9095	3590
717	9120	3582
718	9132	3569
719	9143	3555
720	9155	3542
721	9170	3530
722	9182	3517
723	9193	3504
724	9203	3491
725	9214	3477
726	9226	3464
727	9237	3451
728	9248	3438
729	9262	3425
730	9274	3412
731	9286	3400
732	9298	3387
733	9310	3374
734	9322	3361
735	9335	3348
736	9347	3335
737	9358	3322
738	9368	3308
739	9381	3296
740	9393	3283
741	9406	3270
742	9418	3257
743	9430	3244
744	9442	3231
745	9453	3218
746	9464	3205
747	9477	3192
748	9488	3179
749	9499	3166
750	9512	3153
751	9523	3140
752	9536	3128
753	9549	3115
754	9563	3103
755	9575	3090
756	9588	3078
757	9599	3064
758	9611	3051
759	9625	3039
760	9638	3026
761	9650	3014
762	9661	3001
763	9674	2988
764	9686	2975
765	9698	2962
766	9711	2950
767	9722	2936
768	9735	2924
769	9746	2911
770	9755	2897
771	9768	2884
772	9779	2871
773	9790	2858
774	9801	2845
775	9814	2832
776	9825	2820
777	9837	2806
778	9849	2794
779	9860	2781
780	9873	2768
781	9884	2755
782	9894	2742
783	9907	2729
784	9918	2716
785	9932	2704
786	9943	2691
787	9955	2678
788	9967	2665
789	9977	2652
790	9989	2639
791	10001	2626
792	10013	2613
793	10026	2601
794	10038	2588
795	10048	2575
796	10062	2562
797	10073	2550
798	10084	2537
799	10095	2523
800	10107	2511
801	10119	2498
802	10131	2485
803	10144	2472
804	10161	2461
805	10174	2448
806	10186	2436
807	10198	2423
808	10211	2410
809	10221	2397
810	10232	2384
811	10244	2371
812	10257	2359
813	10269	2346
814	10279	2333
815	10291	2320
816	10302	2307
817	10314	2294
818	10326	2282
819	10337	2269
820	10348	2256
821	10360	2243
822	10372	2230
823	10382	2217
824	10394	2204
825	10407	2192
826	10420	2179
827	10431	2167
828	10443	2154
829	10455	2141
830	10465	2128
831	10478	2115
832	10489	2102
833	10499	2089
834	10513	2077
835	10525	2064
836	10535	2051
837	10546	2038
838	10557	2025
839	10568	2012
840	10583	2000
841	10595	1988
842	10608	1975
843	10619	1962
844	10632	1950
845	10644	1937
846	10656	1925
847	10668	1912
848	10680	1899
849	10693	1887
850	10705	1874
851	10718	1861
852	10731	1849
853	10744	1836
854	10759	1824
855	10777	1813
856	10791	1800
857	10807	1788
858	10820	1776
859	10831	1763
860	10843	1750
861	10858	1738
862	10870	1725
863	10884	1713
864	10897	1700
865	10911	1688
866	10924	1675
867	10940	1663
868	10955	1651
869	10969	1639
870	10984	1626
871	10999	1614
872	11013	1602
873	11027	1589
874	11043	1577
875	11053	1564
876	11068	1552
877	11082	1539
878	11095	1527
879	11107	1514
880	11121	1502
881	11134	1489
882	11147	1477
883	11162	1464
884	11176	1452
885	11203	1441
886	11216	1428
887	11229	1416
888	11242	1403
889	11256	1391
890	11268	1378
891	11282	1366
892	11298	1353
893	11311	1341
894	11327	1328
895	11339	1316
896	11351	1303
897	11374	1292
898	11395	1280
899	11409	1267
900	11423	1255
901	11437	1242
902	11452	1230
903	11466	1217
904	11481	1205
905	11494	1192
906	11508	1180
907	11525	1167
908	11537	1155
909	11552	1142
910	11567	1130
911	11579	1117
912	11595	1104
913	11610	1092
914	11624	1079
915	11640	1067
916	11653	1054
917	11666	1042
918	11678	1029
919	11691	1016
920	11703	1003
921	11715	991
922	11727	978
923	11741	965
924	11752	952
925	11765	940
926	11778	927
927	11789	914
928	11801	901
929	11814	889
930	11825	876
931	11838	863
932	11850	851
933	11861	838
934	11873	825
935	11884	812
936	11894	799
937	11904	786
938	11916	774
939	11929	761
940	11941	748
941	11952	735
942	11963	723
943	11977	710
944	11991	697
945	12000	685
946	12014	672
947	12027	659
948	12040	647
949	12051	634
950	12063	621
951	12076	608
952	12091	596
953	12105	583
954	12118	571
955	12130	558
956	12142	545
957	12153	532
958	12166	520
959	12181	507
960	12195	494
961	12208	482
962	12224	469
963	12244	457
964	12258	444
965	12270	431
966	12282	419
967	12293	406
968	12305	393
969	12316	380
970	12328	368
971	12340	355
972	12353	342
973	12365	330
974	12376	317
975	12388	304
976	12401	291
977	12411	279
978	12422	266
979	12435	253
980	12448	241
981	12459	228
982	12472	215
983	12486	203
984	12500	190
985	12512	177
986	12525	164
987	12537	152
988	12550	139
989	12566	126
990	12579	114
991	12590	101
992	12602	88
993	12613	76
994	12626	63
995	12638	50
996	12652	38
997	12663	25
998	12676	12
999	12689	0
